Name,CandidatesForFusion,NumberOfBranches,|
SingleSource/UnitTests/2004-02-02-NegativeZero,*,*
SingleSource/UnitTests/2004-06-20-StaticBitfieldInit,*,*
SingleSource/UnitTests/2004-11-28-GlobalBoolLayout,*,1
SingleSource/UnitTests/2005-05-11-Popcount-ffs-fls,1,3
SingleSource/UnitTests/2005-05-12-Int64ToFP,*,1
SingleSource/UnitTests/2005-05-13-SDivTwo,*,1
SingleSource/UnitTests/2005-07-15-Bitfield-ABI,*,*
SingleSource/UnitTests/2005-07-17-INT-To-FP,*,2
SingleSource/UnitTests/2005-11-29-LongSwitch,*,*
SingleSource/UnitTests/2006-01-23-UnionInit,*,*
SingleSource/UnitTests/2006-01-29-SimpleIndirectCall,*,*
SingleSource/UnitTests/2006-02-04-DivRem,*,1
SingleSource/UnitTests/2006-12-01-float_varg,*,*
SingleSource/UnitTests/2006-12-04-DynAllocAndRestore,*,2
SingleSource/UnitTests/2006-12-07-Compare64BitConstant,*,1
SingleSource/UnitTests/2006-12-11-LoadConstants,*,*
SingleSource/UnitTests/2007-01-04-KNR-Args,*,*
SingleSource/UnitTests/2007-03-02-VaCopy,*,1
SingleSource/UnitTests/2007-04-10-BitfieldTest,*,*
SingleSource/UnitTests/2008-04-18-LoopBug,1,2
SingleSource/UnitTests/2008-04-20-LoopBug2,1,2
SingleSource/UnitTests/2008-07-13-InlineSetjmp,*,1
SingleSource/UnitTests/2009-04-16-BitfieldInitialization,*,*
SingleSource/UnitTests/2009-12-07-StructReturn,*,1
SingleSource/UnitTests/2010-05-24-BitfieldTest,*,*
SingleSource/UnitTests/AtomicOps,*,2
SingleSource/UnitTests/block-byref-cxxobj-test,*,6
SingleSource/UnitTests/block-byref-test,*,2
SingleSource/UnitTests/block-call-r7674133,*,2
SingleSource/UnitTests/block-copied-in-cxxobj-1,*,1
SingleSource/UnitTests/block-copied-in-cxxobj,*,9
SingleSource/UnitTests/blockstret,*,6
SingleSource/UnitTests/byval-alignment,*,*
SingleSource/UnitTests/conditional-gnu-ext-cxx,*,4
SingleSource/UnitTests/conditional-gnu-ext,*,2
SingleSource/UnitTests/DefaultInitDynArrays,*,3
SingleSource/UnitTests/FloatPrecision,*,*
SingleSource/UnitTests/initp1,*,28
SingleSource/UnitTests/member-function-pointers,*,4
SingleSource/UnitTests/ms_struct-bitfield-1,*,3
SingleSource/UnitTests/ms_struct-bitfield-init-1,*,16
SingleSource/UnitTests/ms_struct-bitfield-init,*,8
SingleSource/UnitTests/ms_struct-bitfield,*,*
SingleSource/UnitTests/ms_struct_pack_layout-1,*,*
SingleSource/UnitTests/ms_struct_pack_layout,*,21
SingleSource/UnitTests/printargs,*,1
SingleSource/UnitTests/stmtexpr,1,5
SingleSource/UnitTests/StructModifyTest,*,*
SingleSource/UnitTests/TestLoop,*,2
SingleSource/UnitTests/vla,*,7
SingleSource/UnitTests/SignlessTypes/Large/cast,*,2
SingleSource/UnitTests/SignlessTypes/cast-bug,*,2
SingleSource/UnitTests/SignlessTypes/cast2,*,2
SingleSource/UnitTests/SignlessTypes/ccc,*,1
SingleSource/UnitTests/SignlessTypes/div,*,4
SingleSource/UnitTests/SignlessTypes/factor,*,10
SingleSource/UnitTests/SignlessTypes/rem,14,115
SingleSource/UnitTests/SignlessTypes/shr,*,*
SingleSource/UnitTests/Vector/build,*,*
SingleSource/UnitTests/Vector/build2,*,*
SingleSource/UnitTests/Vector/divides,*,*
SingleSource/UnitTests/Vector/multiplies,*,9
SingleSource/UnitTests/Vector/simple,*,5
SingleSource/UnitTests/Vector/sumarray-dbl,*,2
SingleSource/UnitTests/Vector/sumarray,*,2
SingleSource/UnitTests/Vector/SSE/sse.expandfft,*,*
SingleSource/UnitTests/Vector/SSE/sse.isamax,*,*
SingleSource/UnitTests/Vector/SSE/sse.shift,*,*
SingleSource/UnitTests/Vector/SSE/sse.stepfft,*,*
SingleSource/UnitTests/Vectorizer/gcc-loops,*,58
